text,class,sentiment,confidence
"I love this cozy little restaurant!  The $10 meal deal is especially great for indecisive diners like me, and it's always delicious.  I can't comment on how closely they adhere to Peruvian cuisine, because I've never had it before.  The shop is fun too, but I'd feel awkward browsing the art without intending to stay, so I only look around after I'm done eating.
",1,positive,63.5
"Lovely, refreshing food, though the menu gets a bit old. Perfect, unique salad dressing. Must try it!
",1,positive,89.9
"La Feria recently changed their menu, so I thought I'd post a review about their new system. They've replaced the rotating daily specials with a larger menu. The classics are still on the menu (like the delicious ropa vieja) but now it's expanded to include things like their cheese and potato stew. As you'd expect, everything is delicious. It's also worth noting that the service is quick and friendly and there's a whole section where you can shopperuse Peruvian folk art and goods while you wait for your food. What can I say I love La Feria.
",1,positive,60.2
"Pittsburgh is a funny city. There are fantastic high end restaurants (e.g. Tamari, Spoon, 9 on 9, 11, etc...), but not so many medium-to-low-end restaurants. Well, La Feria is the clear exception. For $15 (or less) you can have an amazing Peruvian meal. My wife and I are experimenting with vegetarianism (I know, we're missing out on a lot of yummy meals!), and La Feria is particularly great for us. They always have 2 veggie specials that are great. Last night I had this bean and pumpkin dish which was fantastic.The atmosphere is pretty laid back and the staff are friendly, so for a quick and tasty dinner, this is the place to go.
",1,positive,82.9
"Great peruvian!  Love their housemade salad dressing.   Wish that I could buy it!  Their shredded chicken dishes are always excellent.  Great lunch spot in Shadyside.  Lovely little import store attached.  A favorite!!
",1,positive,93.2
"I really wish there was some place like this closer to cleveland. A fair trade shop with a cafe type restaurant, I can dig it. Its located on the upstairs, peruvian art adorns the walls and is for sale, they also have some clothes and these beautiful blankets that I seriously want. I wasn't feeling too great so I just ordered the three empanada platter and split it with my boyfriend. I picked the eggcream cheesegreen onion, spicy apple, and beef empanadas. I wish I was hungrier because it was so tasty! Boyfriend got the ropa vieja and it came with a salad and rice... very very good. The girl that waited on us was super sweet too. Ending check was $25, not bad at all.
",1,positive,54.4
"Terrific lunch spot!  Their cubano sandwiches are excellent...and always go with the fries...skinny, perfectly made fries.  Their Mojitos and Caipirinhas are the very best in town...dinner seemed a bit overpriced, but the food is still excellent.  The other nice part of Latorres is that its in the heart of downtown, so plan a nice dinner or happy hour before heading out to hit some more classic bars, pubs or clubs in Charlotte.
",1,positive,97.3
"Yum yum yum!!! LaTorre's is one of my favorite lunch spots and I'd highly recommend it to anyone who hasn't been!  My personal fave is the Pollo Chipotle sandwich with skinny fries.  Their food is amazing and the prices aren't too bad either.I have a slight issue with LaTorre's and here it is:  Once upon a time, I asked for the Cubano sandwich but with NO mustard.  Well, Mr. Waiter kindly informed me that their sandwiches are pre-made and they are unable to alter them in any way.  Hmm...pre-made hot sandwiches that are deliciously devine  I'm a skeptic.  After asking around, I found an inside source that said that their sandwiches are NOT pre-made but the managerschefs say that so that they don't get overwhelmed with nit-picky custom orders by my fellow corporate cube monkeys during the lunch rush.  My point:  the next time you want your Cubano with no mustard or extra sauce, don't believe the hype and make them customize it for you!  By the way, my spy happens to be an employee so I know it's true.  All in all, this place is great.
",1,positive,73.5
"The food is good, but to me, the desserts are what really make Latorre's special. They do this crazy thing with burned sugar that is magical.They have great lunch specials. It's a little pricey for just me, but it's just right for a business lunch with a client. It makes you look smart and sassy and quirky and fun.There's lots of vegetarian options, which is always a good thing. Everything is presented beautifully, which is always fun. Some of the food seems almost too pretty to eat. Salsa night is also a good time. The crowd is relaxed and willing to teach a dorky newbie like myself. I've honestly never had a bad time here, night or day. Charlotte needs more places with so much character.
",1,positive,54.6
"Tonight, I cheated on Eliana's with Guanaquito. I still feel a bit guilty, as I've been with Eliana's for years, but when Guanaquito does it better in almost every way, how can you fault me If you blink, you'll miss it- on McDowell, between the Gourmet House of Hong Kong and Arizona Endoscopy Services. You need to park in back, accessible from a driveway before you pass by the dully colored sign for Guanaquito.Like Eliana's, it's Salvadoran cuisine, but there are so many more options at Guanaquito. They serve breakfast, lunch, and dinner, and based on tonight's sampling, Hubby and I will be back often to work our way through the menu. I had the ensalada drink and Hubby had the Horchata, which the waitress patiently explained was different from Mexican Horchata. It sure was- maybe it was the morrow seed that made it so unique. For his entree, Hubby had the equivalent of the sampler platter- a tamale (again, quite different from a Mexican tamale- softer and creamier), 2 pastales (meat pies) and 2 pupusas (stuffed, grilled tortillas). Guanaquito had a far greater variety of pupusas than Elaina's, and they were every bit as good. The one that I had that was most unique was made with cheese and loroco plant (which to me had an asparagus-y taste). Definitely delicious. At both Salvadoran places, we were served a bowl of cabbage salad, but at Eliana's we had never been told how to eat it. Guanaquito's was far less astringent and we were instructed to eat it with our pupusas. I was skeptical at first, but became quickly hooked. It did not overwhelm the taste of the pupusas, and added a nice crunch and zing. The only thing I found that Eliana's did better than Guanaquito was the flan. Guanaquito's texture was off, but the flavor was acceptable.I suppose I'm willing to share my new love with all of you- but be forewarned- she's a saucy mistress you'll be compelled to visit again and again. Oh- and she's cheap, too. Hubby and I got out of there for $24 (and that includes the extras I got to round out my leftovers for lunch tomorrow!).
",1,positive,91.7
"I love the food here! I had some sort of delicious fried pancake stuffed with shredded meat & cheese. They were called Pupusas. I cant wait to go back  :P I'm seriously jonesing for some more of those meat pancakes.... I need more like now!
",1,negative,63.1
"I love that this place is nearly unrecognizable from the street. And that you don't hear a word of english being spoken. You know you're in for good food at that point. I had papusas and a random sampler - and my favorite fried plantain with beans and sour cream. This was good - better than Eliana's yes - but both are pretty damn good. And i felt like this place was Phoenix - super seedy exterior, lots of espanol, and good food in a strip mall - Phoenix to a tee.
",1,positive,78.7
"A Salvadorean friend recommended this place to us when she found out that we love papusas. I got  a massive plate of those crispy, delicious goodies and an even more massive cup of horchata, which could have been a meal in itself. Our server was super-friendly and patient--it took us forever to decide. We left stuffed and satisfied.
",1,negative,85.6
"The pupusas, yes, the pupusas are great. The loroco with cheese has become our favorite, But this past week, I strayed from our standard and tried the gallina soup with braised chicken and salad. All I can say is, ""What the hell Where has this been my whole life"" The soup is magical. Huge chunks of carrot, potato, and zucchini, with some thin noodles, and a savory broth with some mint leaves. I quickly abandoned the rest of my entree in favor of finishing the huge bowl of magic. It was the best soup I've had since coming to Phoenix 13 years ago. Good thing Hubby got sick this weekend- it gave me an excuse to go back and get some more. Being magical, you know it has serious healing properties. Here's where I learned that the Sopa de Gallina is chicken soup without the chicken meat and the Sopa de Pollo is the same thing but with the meat. Two huge Styrofoam cups to go with lemon wedges and 4 hot and fresh tortillas cost less than $6.00. I was stunned. The owner said it costs more with meat. Believe me, you won't miss it. Who knew that magic was so cheap Hubby's fever is already down and he's feeling much better.
",1,negative,72.0
"I have never eaten El Salvadorean food before!  I was looking for something different and saw the reviews!  I called a friend from El Salvador and he suggested the Pupusas with cheese!  THEY WERE YUMMY!!!  Its my new favorite food!!!  I will be back!  Thanks!
",1,positive,87.1
"As good as it gets.  Thats a pretty good way of putting it! If your into Salvadoran Food or if you are not this is your place.  Located near 14th street and McDowell the building is near a chinese place in an old white building.  You have to park in the back and at first glance you may question yourself for choosing this place.  But it really is worth it.  Once you get inside the place is spotless.  Very well kept.  The menu's do explain what you are eating so no surprises.  I got the Carne Asada plate.  The steak  was perfectly grilled and seasoned.  It came with yellow rice, beans, a salad, and tortillas.  The tortillas were thick and grilled.  I also shared a bean and cheese papusa.  The papusa was awesome basicly a tortilla stuffed with beans and cheese.  You have to try it.  Our meal came with chips and salsa and a salvadorian slaw mixture to share.  The price was right and the staff is friendly food A++++++++Good for lunch if you work in the downtown area not too packed.
",1,positive,50.4
"Been there twice now.  Great servers and the owner is a sweetheart.  I ate the Pechuga Asada and a pupusa Locoye(sp) this time.  The chicken was made right, great beans and rice, fresh avocado,  big portions and the salsa and chips are excellent.   I live two blocks from here and I need to wake the eff up and go here more.
",1,positive,86.7
"I'm going to flat out say this before I start writing the review, my aunt makes the best pupusas.  Now with that being said this is a nice little hole in the wall.  The place is nice and clean.  The food is cheap and delicious.  The people are really friendly and the old man behind the register always seems to great me with a smile ( I think he is the owner).  Mind you pupusas are more filling then they look so don't over order.  I like the traditional queso con loroco.  The plantains are also delicious.
",1,positive,84.1
"I've been wanting to find a good Salvadorean place in Phoenix and this place is it!  We went there on a whim for dinner, along with three friends and everyone hands down loved the place.  Its clean, comfortable and charming;  the menu is varied, with foods from El Salvador, Mexico, the Caribbean and even a few american style items.  The service is friendly, helpful, and didn't try to hurry us up.  My husband had the steak and onions, and it was excellent. We all shared several pupusas, which everyone loved.  And shared a fried plantain with beans and cream and it was delicious!  My vegitarian friend had the Fried Yuca (wout the pork), and she loved it. My husband is puerto rican and is very picky about restaurants, and had been resistant to trying Salvadorean food for a while - but this is now one of his favorite new hole-in the walls in Phoenix. We will be going back often!
",1,positive,89.9
"I love, love, love Eliana's. I have been eating here for years and enjoy bringing people new to Salvadoran food. The interior is cheerfully decorated with colorful folk art, and the service is always swift and friendly. My favorite items on the menu are: 1) the pupusas, kind of a soft gordita-like exterior with a meat and veggie thick stew-like interior - outrageously good!; 2) the yucca frita, fried yucca plant (very starchy, like potatoes) with some deep fried chunks of pork and garnished with radishes and cucumbers; 3) the ensalada drink, a bright-yellow fruit beverage with finely chopped assorted fresh fruit- comes with a straw and a spoon; 4) the plantain with beans and sour cream, a dish I wasn't sure about at first because I am very picky about my banana-type foods, but it totally and unexpectedly works and is ridiculously delicious.Eliana's is so inexpensive and such a wonderful experience. Everyone can find something they'll like- low spiciness, but full of great flavors and textures.
",1,positive,89.8
"Delicious. Had papusas and some other things selected at random off of the menu. All delicious. Also shared their fried plantain with beans and sour cream. Heaven.This place is wonderful and delicious. And totally reasonably priced.
",1,positive,84.2
"OMGS you guys. This is a little diamond in the rough. Nice and cheap, with a modest, but DELICIOUS, menu. I share the combo platter with my BF and then usually get the chicken, which is so moist and tender and slathered in creme...And it comes with a little cup 'o chicken soup which is yum-sauce.Papusas.  Need I say more
",1,positive,92.6
"Having passed this place more than once while driving around, I'd always wanted to stop by but never made it much of a priority. Well I stumbled across reviews here and due to the raving about the papusas I HAD to stop in.My partner in crime was kind enough to accompany me and as soon as we did we too joined the pupusa bandwagon, mmm pupusa bandwagon (drools). We had the appetiser sampler which is good to share but might leave you wanting the another pupusa. I'm a fan of the chicken soup you get, but just wish the serving size was slightly bigger.The appetizer comes with 3 different items and all are equally tastey (ref. pupusa). They also give you some cabbage salad and a tomato sauce to accompany the items, yum.My gf ordered the recommended chicken dish and lurved the hell out of it, I agreed and actually was wishing I'd gotten that instead of the Salvadorian marinated steak, which was good, but paled in comparison to the chicken.Sidenotes: Try the ensalada drink, it's a sweet fruit based drink that comes with slices of apple. Sort of reminds me of drinking a melted otter pop, which as far as I'm concerned is off the proverbial chain. Also served with appetiser and as a sidedish with the food was a bean soup which was good and great for dipping the tortillas in. Oh, and the tortillas are Salvadorian style meaning thick and sort of along the lines of a Mexican gordita, I could eat these for days.Pupusas (drools) ""give me a towel boy"" (drools)
",1,positive,88.5
"Very Cute and Cozy Place! The Food was AMAZING! Seriously I have been thinking about it all day and whether my diet likes it or not I'll be returning very soon! I got the Appetizer Platter which came with a Pupusa, a chicken meat pie, a chicken tamale and beans. (see pics) Everything was wonderful and fresh and oh so Delicious! I would have to tell anyone who has never had this kind of food, do not be intimidated, go for it you won't be sorry, my particular meal wasn't spicy or greasy it was just the best thing I have tasted in weeks and it's definitely budget friendly!
",1,negative,73.4
"A friend of mine told me of Eliana's because I was familiar with Salvadoran food from L.A. and lamented that I couldn't find a good place in Phoenix.  I was happily surprised to find the food as good as it was there.That was in 1998.  I come here every so often when I get a ""hankering"" for Pupusas and have become very familiar with the proprietor and his family.  AWESOME food, AWESOME service, AWESOME ambience!
",1,positive,83.7
"OK, I'll start with a disclaimer, I absolutely adore the people that run this restaurant and have been going to their restaurant since I moved to Phoenix around '91 (two locations ago).However, I have taken countless people to try the food from my native country and EVERYONE has LOVED it.   From my vegetarian to foodie (or chowhound) friends have found something (usually more) that keeps them coming back. Many thank me for having introduce them to this jewel of a restaurant. My favorite is the Mojarra Frita becaus it brings back memories of growing up in beautiful El Salvador.  I recommend the Especial Combinacion de Eliana's for first time visitors -- it has a Salvadorean tamale wrapped in banana leaf and is moist like a mousse; the tradtional pupusa and a savory turnover called Pasteles ($6).  For a hearty meal, the I recommend the Bistec (beef)  or Pollo (chicken) dishes that come with salad, rice, beans and Salvadorean tortillas ($8.95)..After reading some of the reviews, I just liked to say, thank you for trying out this food but it is not Mexican food.  I can recommend some of those if you msg me
",1,positive,53.5
"We ate at Eliana's based on reviews we had read.  Since we had to be at Phoenix Sky Harbor Airport anyway, and, Eliana's was not far from the airport, we decided to have lunch.  It was wonderful and we highly recommend it.  Everyone was very friendly and the food was delicious.  There were 3 of us and we each had something different.  Every dish was fresh and flavorful.  The juice drinks (I wish I could remember the names) were very good.  We will definitely go back.
",1,positive,82.5
"Love this place. Service is always excellent-- it's usually the owner that waits on you. The food is wonderfully flavorful without using a lot of spice. Natural flavors are what makes this place tick.I've eaten here many times, and my recommendation is that you just order every appetizer on the menu and forget the entrees. At least, the first time you go anyway... You'll want to try it all.Very good food!
",1,positive,80.9
"Supporting local business with international flavor.  What's not to like
",1,negative,55.9
"If you haven't been to this place - go! Seriously. It's amazing. It's the best little hole-in-a-rundown-strip-mall you can find. And it's cheap!Nestled between stores like Big Lots and some electronic place with Mexican ranchero music blasting, this tiny place is hidden in the corner. The owner is from El Salvador, so don't expect it to be Mexican food -- there are many similarities, but the dishes themselves are different.Walking in, you can smell the homemade pupusas -- seriously, it smells like the roadside stands along the bus routes in central America. It's amazing. There are only a couple waitresses, and I don't think they speak much English, but the menu is in pictures, as well as in Spanish and some English, so you should do just fine.Get the pupusas - they're like thick, hand-made tortillas stuffed with either pork, cheese and beans or, my favorite, cheese and loraco flower, which is some green and edible plant that tastes a bit like asparagus, to me. It's definitely the best one. These things come with salsa and some coleslaw (if they don't, just ask for the salsa) and are very filling!The other dishes are really good, too. For a low price, you can get an entire plate of things like meat with rice and beans - and this place doesn't skimp on the fixin's. They put slices of fresh tomatoes, avocado and all kinds of other stuff on the plates.I honestly LOVE it here. If you want to avoid the crowds, come at an off-hour... then you can just sit, relax and watch the telenovela on the TV in the corner. For dessert, pick up a piece of the cheese pie near the cash register.I can't recommend this place enough!
",1,positive,54.5
"after writing this review I was contacted by mangt wa very nice letter apolgizing for the mis communication  between the server and us  and explaining the dishes we ordered ..my mis conseption of the beef dish weggs my wife had. Any business that takes this kind of action to make sure it's patrons are satisified deserves 5 stars!!!!!!!!! WE WILL BE BACK       THANKS
",1,positive,98.9
"Initially I went to this place for the tamales which were recommended by a coworker who is from El Salvador. Someof the people in my office also said that they were amazing (and I trust their opinions).  So I went in looking forward to that and ended up ordering all the pupusas as well. I must say I'm not a big fan of the tamales, they are too moist for my taste. The banana leaves do give a great flavor though. The true stars are the pupusas, which I had never had before and have since become addicted too. I literally order at least 6 for myself every time I go now. They are asininely delicious!!! I grab a large bite of pupusa and some of the curtido (a kind of slaw-ish awesomeness) and just chow down. Beware the post-lunch coma though as eating that many will knock the average person on their ass. This brings me to my one bone to pick with this stripmall gem, their coffee sucks! I was expecting super-strong coffee with mud at the bottom when I ordered the cafe listo but it tasted like gas station coffee. They didn't even have any milk, just powdered non-dairy nonsense...I'm already a diehard fan but if they stepped up the coffee I would pretty much call it my mecca. This is the kind of food that makes all seem right with the world...Holy Shit!!! I almost forgot about the ceviche! It's a little pricey but it is soooo worth it. I split it with one of my people at work and ended up sharing it with the whole office......very much against my will. People thought it looked so good they just kept poaching forkfulls off my plate. Definietly a must have dish
",1,negative,75.2
"Tried this restaurant with a groupon. Probably would not have, if I didn't have the coupon. Don't let the storefront and decor stop you from going in. The restaurant is super clean and the wait staff is very friendly. And the food, WOW!  We split the Shrimp Ceviche and the combination pupusa plate. The portions were very generous. I ordered the fruit drink. Everything was absolutely delicious. One of my new favorite restaurants . Will definitely be back.
",1,positive,69.8
"YES! Thank you Salvadoreno for making my pupusa loving dreams come true! I just moved back to the valley after 6yrs away, having discovered and fallen in love with El Salvadorian food in the mean while. I was worried that I wouldn't find a good spot here as we some times lack in fine ethnic cuisine that isn't Mexican. I was tickled pink last night to discover Salvadoreno in an unassuming strip mall in Mesa (they have 2 other locations around the valley). The food was blissfully authentic as was the price. They even suggested a deal on the menu for 20 pupusas for $30. I might add this place to my bi-weekly grocery shopping list. I can't say enough about how happy I was to get real El Salvadorian food that hadn't been taken over by the flavors of Mexico, U.S. or Arizona. One of the family members who runs the joints was even there and everyone who worked there was quite friendly. I'm happy to support these guys. I will definitely be returning.
",1,positive,77.0
"Papusas!  This is one of the few places that I actually have cravings for.  You can't go wrong with any of the papusa flavors (carne asada is my favorite followed by loroco flower) and the fried plantains are an excellent treat.  Eat the papusas topped with the curtido (coleslaw) and salsa, it really pushes the flavor over the top.
",1,negative,65.2
"Yummy Pupusas.  I still can't get them to come out right at home, so I go here.
",1,negative,96.6
"Really good pupusas. The carne asada was my favorite. We also tried the sampler platter. It was nice to try a variety I things. I would really recommend this place.
",1,positive,93.3
"Food is great food is authentic and the service is nice. Nothing wrong at all. My fav place. I'm gonna try the fuego pupusas today
",1,positive,93.7
"The pupusas are amazing, and they're cooked fresh so it does take quite a while to get your food however it is worth the wait! I'll be bach.
",1,positive,92.0
"Excellent food and delicious mojitos! Atmosphere is inviting and comfortable. Food so good and authentic that I felt like I was back in San Juan. I will most definitely be back and I'm telling everyone I know.
",1,positive,95.5
"So good. Haven't been able to stop thinking about it. Need to go back asafp.Go For:- Black bean fritters- Pollo Cubano- Pulled porkFriendly service, authentic Caribbean feel.
",1,negative,94.4
"Great food! Got a coupon off Groupon to try this place - yummy is all I can say...delicious food with a menu with something for everyone. Had the fried plantains and bean dip as appetizer - great change of pace from chips and salsa. The main courses were phenomenal and the rice pudding was the best ever. Try it!!! Little pr icy but very good and unique food - wonderful wonderful service!!
",1,positive,96.7
"Fantastic! The black bean fritters were as good as everyone said and I loved the Pork Paradise. My boyfriend had the ropa vieja and loved it.  He also thought the black bean rice mixture was the best he ever had!  The sangria was good, but the mojito was the best! Highly recommend!!!  If I am ever back in Scottsdale, this place will be on the list!
",1,positive,82.9
"Came here while on vacation over New Years. The food was delicious. Tons of vegetarian options. Yam soup, lentil stuffed chillies, plantains and black bean dip. A week later and I'm still salivating over the lentil stuffed pepper. The covered outdoor patio with a fireplace adds a nice ambiance.
",1,positive,56.2
"Authentic, excellent. Always at the top of their game, awesome people.
",1,positive,98.6
"Wonderful food. The plantain fry reminded me so much about the ones we get back in my home state of Kerala, India. The other entrees were good. The food is not spicy, but if you prefer spicy food they will bring along a spicy sauce if you ask.
",1,positive,90.6
"I went here for lunch and it was YUMMY!  I had the Pumpkin Bisque soup to start and then the Combinacion de Favoritas.  Wow!  The flavors and spices were just a perfect blend of sweet and spicy.  The portion size was large, I was very full and still had some left to go.  I will definitely be coming here again.  There are lots of tasty sounding dishes on the menu.
",1,positive,93.7
"We had an excellent dinner at Havana cafe - I would say it is in my top five restaurants in Phoenix. Service was decent too - I am surprised to see the negative reviews on yelp.  I may be a bit biased because I studied in Costa Rica in college for a few months, so I love any latin american and carribean comfort food because it brings back great memories.We shared the platanos maduros and mofongo as appetizers and some mojitos to drink. The mofongo did not sound great to me when I looked at the menu description, but it was amazing. The platanos were great too. I had the pumpkin bisque, which was sweet, salty, creamy and delicious, and some rice and beans. My husband had a pulled pork dish which was also good, and we had some lime pie for dessert. Next time I would order  a little less food,but I am glad we could try each dish - everything was good. We will be back!
",1,positive,98.4
"All I needed to complete my delicious meal here was a good Cuban cigar and some brandy!We had the Papa Rellena for an appetizer... very very good. Its a beef filled potato cake with a cilantro lime sauce.For entrees my wife and I shared two dishes... the Ropa Viejas (shredded beef brisket in a tomato wine sauce) and the Gallina Frita (crispy fried shredded chicken, onions, in a mojo garlic lime sauce....amazing!Both dishes were large...with tons of meat.Great service and really good mojitos make for a nice evening out at the Havana Cafe.For dessert we indulged on the ""Best Of Phoenix"" (Phoenix New Times) Caramel Flan.... OMG!!!! And the coffee was yummy too! We also found a 15% coupon in DineInAz.com.... saved us almost $7!As the sign over the door says... ""Cha Cha Cha!""
",1,positive,80.3
"My sisters columbian friend pointed us in this direction. I enjoyed this new ethnic experience. The moment I walked in, I was reminded of my my aunty's old restaurant shop. I do mean to say ""restaurant shop"" because that's exactly what it is. a restaurant and shelves of snacks, toys and other take-home things. I guess that's one reason why I love this place, for taking me back to a childhood I almost forgot.I've never been to any other columbian eatery, but word is that the portions are huge. Which they were.. for me and my sister anyway. We shared this plate of ""Tamal"" which came with a side of rice. By the way, the rice was surprisingly sweet. Almost like sticky rice. It really complimented the spices in the tamal. I've also discovered the best made empanadas ever! probably even better than filipino empanadas =X. It's unique for it's crispy crust and its pasty potato & beef mix inside. And what set it in stone for me was the ajiahjiahhee (oh whatever the spelling is) sauce.That place brought together family. Mainly because we realized we were sitting next to the family of my sisters friend. They also have a huge extended area. Cus the area we were in was the ""restaurant shop"" But the other side is specifically restaurant. It's good for big groups and such. Cus yeah, I'm all about rolling deep! I'll take my friends anywhere we can fit.
",1,positive,99.2
"This place has excellent food and service. I tried the Ajiaco soup and it was the BOMB especially when adding the sour cream. I also had the Empanadas and Papas Rellena and they were also to die for. I recommend this place for everyone to try.
",1,positive,92.0
"Love this place. Grew up in L.A and had home made pupusas  my BF house. It's just as good but it would hit the spot..
",1,positive,73.7
"Loved their Squash with cheese pupusas! Honesty when it come down to authentic salvadorian food you must try them here! Beside they are huge and I easily get stuffed with 2! Try them and to drink make sure to try their kolachampan (salvadorian soda) I so recommend for you guys to try them out!
",1,positive,92.9
"for about ten years this place has been my family favorite restaurant, every time they change something is for the better, love the food!, you can find the most of the Salvadorian plates! .....try the corn milk in winter time is so delicious! ...I love the new look inside the restaurant!
",1,positive,60.2
"Hands down still my favorite place to come for pupusas in town. This location has recently remodeled inside and it gives it a nice friendly face lift. The pupusas are always so hot and fresh and always cooked perfectly. Not oily, or too much masa and not enough filling. The curtido here is always crunchy and delicious. Never too salty or vinegary. I also love the variety of fillings they have at this location for pupusas. Chicharrones and cheese is one my favorites but the calabasas and cheese is definitely in my rotation now. I recently had the yucca and fried chicharrone and while it was not as delicious as my pupusas, it was good. The fried pork was definitely fried as it was super crispy and once I added some salt and tomato sauce it was good eats. The yucca was perfect. Soft and creamy on the inside and a nice bite on the outside.Helpful Hint: Call your order in ahead of time if you don't want to wait long for your food.  Also know that they charge $1.00 to use your debit.
",1,positive,97.1
"Hands down..THE BEST PAPUSAS IN LAS VEGAS AND HENDERSON..the great thing about Las Pupusas is that no matter which location you go to around town, the food is consistent and so tasty. I get queso and chicharron con queso with extra cabbage. The pupusas are made fresh to oder so it takes some time to get your order, well worth it. The fried yuca is good, as well as the platanos con sour cream.
",1,positive,86.4
"Amazing,authentic, El Salvadorean pupusas and tamales. Our family LOVES when I bring these home!
",1,positive,86.7
"Best pupusas in town. Very casual dine-in, or take-out is available. Great prices too.
",1,positive,95.2
"First time in this restaurant and i must say it was absolutely delicious. I got chicken tamales and I have been looking for something like this since I moved from California 15 years ago. Spot on. Yummy!
",1,negative,61.0
"Awesome food, big portions, cheap price. Its pretty decent looking in there and its clean. Only negative thing is parking is somewhat complicated. Mhmmm steak breakfast burritos :)
",1,positive,81.1
"Great food very clean price r righ exelent services i'am back again good steak love it
",1,positive,90.8
"...dam this place is killer !!! Dam good tacos !!!!and mad fresh too ..good shit .. nice and clean ... came at lunch 12 ... I'm so dam surprised this place aimt swamped !!!!:] give this spot a shot !!
",1,positive,74.2
"This place is amazing!!! Jim is a great artist!!! Traveled all the way from Tampa just to get my tattoo!!! I would recommend this place to everyone!!!
",1,positive,94.8
"Got my first tattoo here in 1993 and my second a couple weeks later. All these Years later they still look great. Haven't faded much and haven'tHad em touched up. The shop is Professional and clean, I highly Recommend. Excellent quality work.
",1,positive,85.9
"Fair prices but good quality... And amazing designs that are custom made.... Plus gel and solar nails are available for those interested... Offers waxing services... Completely renovated and the spa pedicure chair is amazing...
",1,positive,76.3
"I have been getting my hair cut and hi-lighted at Mane Attractions for over 5 years, by Sue, the owner. I am always extremely happy with the way my hair looks.   My hair is very fine and I don't have a whole lot of it, but Sue does wonders with it, especially with my latest cut. I never wanted it shorter than shoulder length, but decided recently to make a change. Because I'm getting older, and other methods of increasing the volume and amount of my hair were too expensive, or didn't work,  I wanted to try a shorter cut. The cut she gave me made my hair look much thicker. I have had several compliments on the cut, one from another hairstylist who worked at Regis. Sue is also reasonable, charging $80 for my cut and hi-lights. I will admit that I had to wait outside the salon once when I was the first customer of the day, but that was once in over 5 years. I will take an occasional late opening in exchange for the great cutscolor I get!
",1,negative,84.9
"Let me just tell you, I have really, really difficult hair.  type 3b Naturally curly, 100% grey, I dye it dark and mess with the color myself. ( never good)  If you want to know where to get a good haircut you ask someone with my hair. Since I have been going to Mane Attractions I have really LOVED my hair. I have been going there for about 4 years. Kristi was even able to cut my curly hair into a short reverse bob without making me look like i was wearing a helmet. ( you curly girls know what I am talking about). I have had nothing but complements on my hair and even my mom( who is always honest) is impressed. The only complaint I ever have is that yes, sometimes I have gone there on the spur of the moment and it has been closed during the week. I just know to call and schedule things. it is a small business and I get it.  P.S. kids haircuts are only 10$ and My daughter loves it.
",1,negative,83.7
"This place does gorgeous updos for $25 apiece. My bridesmaids and I went there on the day of (with no trial run beforehand) and we all had beautiful hair exactly the way we wanted it. The hairdressers are so friendly and attentive and so accommodating in letting 5 of us take over their relatively small shop for 2 hours on a Saturday. I was so happy to find them, and so happy not to pay $60+ a pop for wedding party hair!
",1,negative,65.2
"Got my hair done in an updo (for only $25!!!!)  yesterday for my wedding.  they did amazing!  they listened to what i wanted and although it took quite a while (i have really long hair) she spent the time to do it right and exactly how i wanted it.  great service!!   The price is not high but the quality is!
",1,positive,59.9
"Michelle is a godsend; went in for a simple, fuss-less updo and was stunned by the result. She is quite the perfectionist, and for $25, her mastery is bizarrely affordable. Forever bookmarked. (Note: street parking can be fairly difficult to find on S. Highland so scour the smaller adjacent streets for a free 2 hours.)
",1,positive,56.1
"Great for a quick cut.  $22 for extreme attention to detail and excellent finish.
",1,positive,98.2
"Rosemary is amazing for updos. Only $25 a piece but great attention to detail!
",1,positive,97.7
"I have been to the downtown Izzazu location several times (I have not yet had the chance to check out their new digs, however) and have always left really pleased.I have used their waxing and haircut services and have had no complaints.  In both areas, the girls I worked with took the time to listen to me before beginning work and I ended up with exactly what I was looking for.  I always got compliments on my hair after getting it cut.  As for price - their stylists are tiered and have different price scales.  I asked while on the phone making my appointment and had no surprises.  After trying many salons that didn't make the cut (yay puns!) and ending up with bangs, mullets, and other horrible cuts, I am sticking with Izzazu.
",1,negative,68.6
"Rhiannon performs amazing feats on my fine hair and is able to accommodate to any stylecutcolor I throw at her - but not without making sure it's what I really want. She explains how a cut could work or not work for your face typelifestyle, etc. and really takes the time to listen. She's both professional and personable and I wouldn't want anyone else to fix my hair woes but her!
",1,negative,97.1
"I've been going to Meg F. for two years and I've loved every cut she's ever given me. She listens to what I want but also always talks to me about how my hair type will respond to certain styles. I have difficult thick wavy hair and she does a great job managing my hair and teaching me tricks on how to style at home. Plus, she's very nice and always in a great mood so I really enjoy my time there. Izzazu has a beautiful new location, right downtown next to the Capital Grille. Parking is super easy, too. If you tell the people at the garage on Oliver Street you have an appointment there are reserved spots and you can just take the elevator right up to the salon. Great for bridal parties, too they have a gorgeous place for groups called the Serata. It's a formal styling suite for groups and private parties, really unique!
",1,negative,78.9
"Val is the best at the downtown location. I have had horrible mess-ups from other salons and she is able to fix them immediately. I will never go to anybody else. She listens to what I want and is able to perform...
",1,negative,96.8
"Friendly - exceptional talent - multiple services - top notch - check it out at least once.
",1,positive,56.9
